datetime,ts_get,value,areaAnalisi,id,hum,pres,rain_1h,wind_speed,wind_deg,clouds_all,max_temp,min_temp,ave_temp,cod_weather
2024-08-01 23:45:00,2024-08-02 00:00:02,8823,Cagliari - 011,41776.0,50.0,1011.0,0.0,1.54,350.0,0.0,28.21,25.46,27.53,800.0
2024-08-01 23:30:00,2024-08-01 23:00:02,8927,Cagliari - 011,41775.0,57.0,1012.0,0.0,0.51,0.0,0.0,28.21,26.57,27.62,800.0
2024-08-01 23:15:00,2024-08-01 23:00:02,8960,Cagliari - 011,41775.0,57.0,1012.0,0.0,0.51,0.0,0.0,28.21,26.57,27.62,800.0
2024-08-01 23:00:00,2024-08-01 23:00:02,9060,Cagliari - 011,41775.0,57.0,1012.0,0.0,0.51,0.0,0.0,28.21,26.57,27.62,800.0
2024-08-01 22:45:00,2024-08-01 23:00:02,9135,Cagliari - 011,41775.0,57.0,1012.0,0.0,0.51,0.0,0.0,28.21,26.57,27.62,800.0
2024-08-01 22:30:00,2024-08-01 22:00:03,9156,Cagliari - 011,41774.0,69.0,1012.0,0.0,1.03,220.0,0.0,27.81,27.68,27.81,800.0
2024-08-01 22:15:00,2024-08-01 22:00:03,9164,Cagliari - 011,41774.0,69.0,1012.0,0.0,1.03,220.0,0.0,27.81,27.68,27.81,800.0
2024-08-01 22:00:00,2024-08-01 22:00:03,9231,Cagliari - 011,41774.0,69.0,1012.0,0.0,1.03,220.0,0.0,27.81,27.68,27.81,800.0
2024-08-01 21:45:00,2024-08-01 22:00:03,9360,Cagliari - 011,41774.0,69.0,1012.0,0.0,1.03,220.0,0.0,27.81,27.68,27.81,800.0
2024-08-01 21:30:00,2024-08-01 21:00:03,9502,Cagliari - 011,41773.0,61.0,1012.0,0.0,1.54,160.0,0.0,28.81,28.79,28.81,800.0
2024-08-01 21:15:00,2024-08-01 21:00:03,9659,Cagliari - 011,41773.0,61.0,1012.0,0.0,1.54,160.0,0.0,28.81,28.79,28.81,800.0
2024-08-01 21:00:00,2024-08-01 21:00:03,9769,Cagliari - 011,41773.0,61.0,1012.0,0.0,1.54,160.0,0.0,28.81,28.79,28.81,800.0
2024-08-01 20:45:00,2024-08-01 21:00:03,9700,Cagliari - 011,41773.0,61.0,1012.0,0.0,1.54,160.0,0.0,28.81,28.79,28.81,800.0
2024-08-01 20:30:00,2024-08-01 20:00:09,9877,Cagliari - 011,41772.0,58.0,1012.0,0.0,1.54,170.0,0.0,30.98,28.81,29.41,800.0
2024-08-01 20:15:00,2024-08-01 20:00:09,9850,Cagliari - 011,41772.0,58.0,1012.0,0.0,1.54,170.0,0.0,30.98,28.81,29.41,800.0
2024-08-01 20:00:00,2024-08-01 20:00:09,9883,Cagliari - 011,41772.0,58.0,1012.0,0.0,1.54,170.0,0.0,30.98,28.81,29.41,800.0
2024-08-01 19:45:00,2024-08-01 20:00:09,9744,Cagliari - 011,41772.0,58.0,1012.0,0.0,1.54,170.0,0.0,30.98,28.81,29.41,800.0
2024-08-01 19:30:00,2024-08-01 19:00:02,9785,Cagliari - 011,41771.0,45.0,1011.0,0.0,3.09,160.0,0.0,30.81,30.81,30.81,800.0
2024-08-01 19:15:00,2024-08-01 19:00:02,9726,Cagliari - 011,41771.0,45.0,1011.0,0.0,3.09,160.0,0.0,30.81,30.81,30.81,800.0
2024-08-01 19:00:00,2024-08-01 19:00:02,9809,Cagliari - 011,41771.0,45.0,1011.0,0.0,3.09,160.0,0.0,30.81,30.81,30.81,800.0
2024-08-01 18:45:00,2024-08-01 19:00:02,9483,Cagliari - 011,41771.0,45.0,1011.0,0.0,3.09,160.0,0.0,30.81,30.81,30.81,800.0
2024-08-01 18:30:00,2024-08-01 18:00:05,9439,Cagliari - 011,41770.0,54.0,1011.0,0.0,4.63,160.0,0.0,31.81,30.44,30.53,800.0
2024-08-01 18:15:00,2024-08-01 18:00:05,9364,Cagliari - 011,41770.0,54.0,1011.0,0.0,4.63,160.0,0.0,31.81,30.44,30.53,800.0
2024-08-01 18:00:00,2024-08-01 18:00:05,9310,Cagliari - 011,41770.0,54.0,1011.0,0.0,4.63,160.0,0.0,31.81,30.44,30.53,800.0
2024-08-01 17:45:00,2024-08-01 18:00:05,9311,Cagliari - 011,41770.0,54.0,1011.0,0.0,4.63,160.0,0.0,31.81,30.44,30.53,800.0
2024-08-01 17:30:00,2024-08-01 17:00:03,9449,Cagliari - 011,41769.0,53.0,1010.0,0.0,5.66,140.0,0.0,31.81,30.99,31.08,800.0
2024-08-01 17:15:00,2024-08-01 17:00:03,9290,Cagliari - 011,41769.0,53.0,1010.0,0.0,5.66,140.0,0.0,31.81,30.99,31.08,800.0
2024-08-01 17:00:00,2024-08-01 17:00:03,9217,Cagliari - 011,41769.0,53.0,1010.0,0.0,5.66,140.0,0.0,31.81,30.99,31.08,800.0
2024-08-01 16:45:00,2024-08-01 17:00:03,9061,Cagliari - 011,41769.0,53.0,1010.0,0.0,5.66,140.0,0.0,31.81,30.99,31.08,800.0
2024-08-01 16:30:00,2024-08-01 16:00:02,8924,Cagliari - 011,41768.0,58.0,1010.0,0.0,6.17,150.0,0.0,31.81,30.97,30.99,800.0
2024-08-01 16:15:00,2024-08-01 16:00:02,8989,Cagliari - 011,41768.0,58.0,1010.0,0.0,6.17,150.0,0.0,31.81,30.97,30.99,800.0
2024-08-01 16:00:00,2024-08-01 16:00:02,8923,Cagliari - 011,41768.0,58.0,1010.0,0.0,6.17,150.0,0.0,31.81,30.97,30.99,800.0
2024-08-01 15:45:00,2024-08-01 16:00:02,8857,Cagliari - 011,41768.0,58.0,1010.0,0.0,6.17,150.0,0.0,31.81,30.97,30.99,800.0
2024-08-01 15:30:00,2024-08-01 15:00:02,8920,Cagliari - 011,41767.0,54.0,1011.0,0.0,5.66,150.0,0.0,32.81,31.53,32.49,800.0
